Song Group,Video ID,Video Name
Freeze Frame,VepJ09suQP4,1994-1995 Vermilion Sailor Marching Band - Freeze Frame - Performed With Eighth Grade at Vermilion H
From Me To You,pFzDgGf5MJs,2002-2003 Vermilion Sailor Marching Band - Second Source - Show 1 - From Me To You
Georgia On My Mind,53BUDJIggAw,1996-1997 Vermilion High School Marching Band - Georgia On My Mind - Band Review Concert
Georgia On My Mind,nTVWJD-oUwU,1996-1997 Vermilion High School Marching Band - Georgia On My Mind - From The Rear
Georgia On My Mind,pHGLcZ0h_Zg,1996-1997 Vermilion High School Marching Band - Georgia On My Mind
Georgia On My Mind,hx3Ub_qLgsQ,2013 Vermilion Sailor Alumni Band - Georgia On My Mind
Gimme Some Lovin',gz_KYQSDdS0,1989-1990 Vermilion Sailor Marching Band - Gimme Some Lovin - Vermilion Band Festival
Gimme Some Lovin',9rsBq4tLBms,1993-1994 Vermilion Sailor Marching Band - Gimme Some Loving - V North Ridgeville
Gimme Some USA,Mq-n7dYjwBQ,1997-1998 Vermilion Sailor Marching Band - Gimme Some USA - Full Show 2
Gimme Some USA,38UmULAUcfA,1997-1998 Vermilion Sailor Marching Band - Gimme Some USA
Gimme Some USA,15uDkYeU9AY,2005-2006 Vermilion Sailor Marching Band - Senior Show - Gimme Some USA
Gimme Some USA,Bofw_v7Ijsw,2005-2006 Vermilion Sailor Marching Band - Gimme Some USA
Gimme Some USA,lAy2mOeyF7Q,2009 Vermilion Sailor Alumni Band - Gimme Some USA
Gimme Some USA,3TKhnPPE6Z8,2015 Vermilion Sailor Alumni Band - Gimme Some USA
Go Team Go,QVqfYUwfSEM,1992-1993 Vermilion Sailor Marching Band - Go Team Go First Time - In the Stands - V John Adams
Go Team Go,fbPXfBycsJ0,1992-1993 Vermilion Sailor Marching Band - Go Team Go - In the Stands - V John Adams
Go Team Go,gzp2p1jQCLM,1994-1995 Vermilion Sailor Marching Band - Go Team Go - Stands
Go Team Go,jihc3PO80eM,1995-1996 Vermilion Sailor Marching Band - Go Team Go
Go Team Go,A5qL0_KvoSQ,1996-1997 Vermilion High School Marching Band  - Go Team Go
God Bless The USA,rvPGGyVNm4A,1991-1992 Vermilion Sailor Marching Band - Voices That Care - God Bless The USA - Eighth Grade Night
Gonna Make You Sweat,gxecyURUpZ0,1991-1992 Vermilion Sailor Marching Band - Gonna Make You Sweat
Grand Old Flag,CfAUMsWKW10,2004-2005 Vermilion Sailor Marching Band - Grand Old Flag - Vermilion Yacht Club - Memorial Day
Groovy Kind of Love,-2Z9gFEAXq4,2002-2003 Vermilion Sailor Marching Band - Second Source - Show 3 - Groovy Kind of Love
Groovy Kind of Love,aAyVd8qAKcY,2002-2003 Vermilion Sailor Marching Band - Second Source - Show 2  -Groovy Kind of Love
Groovy Kind of Love,d8JtjnEmjbk,2002-2003 Vermilion Sailor Marching Band - Groovy Kind of Love
Habanera,rSXM48365Fs,2003-2004 Vermilion Sailor Marching Band - Habanera - Full Show
Habanera,nfkQGg_Hyio,2003-2004 Vermilion Sailor Marching Band - Habanera
Hang on Sloopy,yq9lXHatFeA,1992-1993 Vermilion Sailor Marching Band - Hang On Sloopy - In the Stands - V John Adams
Happy,Af6ink2Jo8E,2015-2016 Vermilion Sailor Marching Band - Happy - With Eighth Graders v Firelands
Hard To Say I'm Sorry,viR5zdPdp3c,2000-2001 Vermilion Sailor Marching Band - Hard To Say I'm Sorry - Senior Show
Hard To Say I'm Sorry,cFQxzhqam1Q,2000-2001 Vermilion Sailor Marching Band - Hard to Say I'm Sorry
Harry Potter,c6KsNjdia4I,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-22-17 - V Columbia
Harry Potter,QQK1hSkwigU,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-07-17 - Orrville Festival
Harry Potter,srLYssWt24o,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-08-17 - Firelands
Harry Potter,ANib8L5wMDo,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-16-17 - Elyria Festival - Second Video
Harry Potter,N9gm3cAg-QI,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-16-17 - Elyria Festival
Harry Potter,yH3XV5HqKfk,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-29-17 - Oak Harbor
Harry Potter,EYG6-TaXGq8,2017-2018 Vermilion Sailor Marching Band - Harry Potter - 09-23-17 - Vermilion Band Festival
Havana Express,GbgzRaHA6is,2003-2004 Vermilion Sailor Marching Band - Second Source  - VHS Band Festival - Havana Express
Havana Express,OPH9zK63W9w,2003-2004 Vermilion Sailor Marching Band - Havana Express - Vermilion Sailor Band Festival
Havana Express,PVCmmKHyzZE,2005-2006 Vermilion Sailor Marching Band - Senior Show - Havana Express
Havana Express,pxmltXyCoiM,2012 Vermilion Sailor Alumni Band - Havana Express
Hey Baby,IylRSeDr2aY,1996-1997 Vermilion High School Marching Band - Hey Baby - Band Review Concert
Hey Pachuco,ckRlOnRuoL4,2008 Vermilion Sailor Alumni Band - Hey Pachuco!
Hey Pachuco,HdWOezdZCAA,2013-2014  Vermilion Sailor Marching Band - Hey Pachuco - Spencerville 10-25-2013
The Hey Song,TKwHdskcF-s,1993-1994 Vermilion Sailor Marching Band - The Hey Song - From The Stands
The Hey Song,5VVWU8Jg1q0,1995-1996 Vermilion Sailor Marching Band - The Hey Song - In Stands
The Hey Song,RFC00DtmvIc,1997-1998 Vermilion Sailor Marching Band - Hey Song - Portion
The Hey Song,MkcT9F4mhCY,2003-2004 Vermilion Sailor Marching Band -- Show 6 - IThe Hey Song
The Hey Song,l1U-hDQ_E2Y,2004-2005 Vermilion Sailor Marching Band - The Hey Song - With 8th Grade - 8th Grade Night
The Hey Song,eYDyNee-2QQ,2017-2018 Vermilion High School Marching Band - Hey Song - Fox News
Hikky Burr,wEIRKI9Je4Q,1991-1992 Vermilion Sailor Marching Band - Hikky-Burr
Hit The Road Jack,nbnpywn5MHE,2003-2004 Vermilion Sailor Marching Band - Second Source  - Show 3 - Hit The Road Jack
Hit The Road Jack,lBfzJU2LKU8,2003-2004 Vermilion Sailor Marching Band - Hit The Road Jack - Full Show
Hooked on a Feeling,wVrLBwVq0os,2022-2023 Vermilion Sailor Marching Band - Hooked on a Feeling - 10-14-2022
Hooked on a Feeling,7936zq2Lpfs,2022-2023 Vermilion Sailor Marching Band - Hooked On a Feeling - 9-30-2022
Hooked on a Feeling,voGiO-OpEoE,2022-2023 Vermilion Sailor Marching Band - Hooked On a Feeling - 9-23-2022
Hooked on a Feeling,iCPaDzry-TY,2022-2023 Vermilion Sailor Marching Band - Hooked On a Feeling - 8-19-2022
Hooray for Hollywood,ytPZa2s-qrI,1986-1987 Vermilion Sailor Marching Band - Hooray For Hollywood - Elyria Band Festival
Hooray for Hollywood,VnaOGKOJybg,1986-1987Vermilion Sailor Marching Band - Hooray For Hollywood - Vermilion Marching Band Festival
How Far I'll Go,vsUNM1YleDY,2017-2018 Vermilion Sailor Marching Band - How Far I'll Go - 10-6-17 - V Port Clinton
Hurts So Bad,3Lkh8koBFJo,2002-2003 Vermilion Sailor Marching Band - Second Source - Senior Show - Hurts So Bad
Hurts So Bad,RhwXwxzFE0U,2002-2003 Vermilion Sailor Marching Band - Second Source - Show 1 - Hurts So Bad
Hurts So Bad,oFx4ZNf7PTY,2002-2003 Vermilion Sailor Marching Band - Hurts So Bad - Senior Show
I Believe,fL-MLvrFtG0,1997-1998 Vermilion Sailor Marching Band - I Believe
I Believe,XhiIkQFQOR8,1997-1998 Vermilion Sailor Marching Band - I Believe
I Believe,BNpSWynPPmI,1999-2000 Vermilion Sailor Marching Band  - Senior Show - I Believe
I Can See For Miles,365A7b9OXwI,1997-1998 Vermilion Sailor Marching Band - I Can See For Miles - V Firelands
I Can See For Miles,udcICVRL4zU,1997-1998 Vermilion Sailor Marching Band - I Can See For Miles - Vermilion Sailor Band Festival
I Can See For Miles,7W5xFvaBszs,1997-1998 Vermilion Sailor Marching Band - I Can See For Miles
I Can See For Miles,AFxfMZe_05c,1997-1998 Vermilion Sailor Marching Band - I Can See For Miles - BW Festival
I Can See For Miles,mndu8-qYm14,1997-1998 Vermilion Sailor Marching Band - I Can See For Miles
I Can See For Miles,udljEVzbGaY,2003-2004 Vermilion Sailor Marching Band -- Show 6 - I Can See For Miles
I Can See For Miles,KyzZu_phac4,2004-2005 Vermilion Sailor Marching Band - I Can See For Miles
I Can See For Miles,iZoBk6-vfQM,2008 Vermilion Sailor Alumni Band - I Can See For Miles
I Can't Turn You Loose,F57tVfVxYXk,2002-2003 Vermilion Sailor Marching Band - Second Source -  Show 2 - I Can't Turn You Loose with 8th
I Do,4Zm8klwJODg,1995-1996 Vermilion Sailor Marching Band - I Do - With 8th Grade
I Don't Care,yh4plIm3c00,2016-2017 Vermilion Sailor Marching Band - I Don't Care - Halftime vs  Firelands
I Don't Care,WmelBPsSfa4,2016-2017 Vermilion Sailor Marching Band - I Don't Care - Elyria Parade of Bands
I Don't Care,YbsGAmvNo-s,2016-2017 Vermilion Sailor Marching Band -  I Don't Care - Halftime Show V Port Clinton
I Don't Care,eH__cYmEdls,2016-2017 Vermilion Sailor Marching Band - I Don't Care - Vermilion Band Festival
I Dreamed a Dream,1iz03WFR4is,1988-1989 Vermilion Sailor Marching Band - I Dreamed A Dream
I Dreamed a Dream,0yezl-kJIgk,1988-1989 Vermilion Sailor Marching Band - I Dreamed A Dream - Sandusky Band Festival
I Dreamed a Dream,jadspHH6vNM,1992-1993 Vermilion Sailor Marching Band - I Dreamed A Dream - V John Adams
I Dreamed a Dream,zCttfc_oJ_Q,1992-1993 Vermilion Sailor Marching Band - I Dreamed A Dream - Full Show 1
I Dreamed a Dream,WK7olex9Dwo,1992-1993 Vermilion Sailor Marching Band - I Dreamed A Dream - Full Show 3
I Dreamed a Dream,6K8-YwUcb8U,1992-1993 Vermilion Sailor Marching Band - I Dreamed A Dream - Full Show 4
I Dreamed a Dream,JRmkzRrC-0c,1992-1993 Vermilion Sailor Marching Band - I Dreamed A Dream - Full Show 5
I Dreamed a Dream,8bmtNGen05Q,2002 Vermilion Sailor Alumni Band - Second Source - I Dreamed A Dream
I Dreamed a Dream,4xrOw8roS_0,2002 Vermilion Sailor Alumni Band - I Dream a Dream
I Saw Her Standing There,epNoD3fmXIk,1996-1997 Vermilion High School Marching Band  - I Saw Her Standing There - With Eighth Grade
I Wanna Be Your Man,s0GgnlHf4Iw,2004-2005 Vermilion Sailor Marching Band - I Wanna Be Your Man - Sailor Marching Band Festival
I Will Always Love You,2anhMAYt6JE,1993-1994 Vermilion Sailor Marching Band - I Will Always Love You -  V Southview
I Will Always Love You,3uuSDtsV-u8,1993-1994 Vermilion Sailor Marching Band -  I Will Always Love You  -  V Elyria
I Will Survive,IuomECN8YjE,2002-2003 Vermilion Sailor Marching Band - Second Source - Senior Show - I Will Survive
I Write The Songs,EeCY3sJB9f8,1989 Vermilion Sailor Alumni Band - I Write The Songs
I'd Like To Buy the World a Coke,EF-HLuTrwnU,2002 Vermilion Sailor Alumni Band - Second Source - I'd Like To Buy The World A Coke
I'd Like To Buy the World a Coke,9ruKM6w8TYA,2002 Vermilion Sailor Alumni Band - I'd Like To Buy The World A Coke
I've Got No Time For You,41_48pKq0qE,2016-2017 Vermilion Sailor Marching Band - I've Got No Time For You - Elyria Parade of Bands
I've Got No Time For You,-bMy58Xhf84,2016-2017 Vermilion Sailor Marching Band - I've Got No Time For You  - Halftime Show v Fairview
I've Got No Time For You,AJERLLD2ZVA,2016-2017 Vermilion Sailor Marching Band - I've Got No Time For You - Vermilion Band Festival
I've Got The Music In Me,jYvLun5_qHE,1985-1986 Vermilion Sailor Marching Band  - I've Got The Music In Me   Senior Song
I've Got The Music In Me,v12qGsbigqE,1993-1994 Vermilion Sailor Marching Band - I've Got The Music In Me - V Sandusky
I've Got The Music In Me,teg_sZGu_KY,1995-1996 Vermilion Sailor Marching Band - I've Got The Music In Me - Senior Show
I've Got The Music In Me,neswmD9xR_A,2005 Vermilion Sailor Alumni Band - I've Got The Music In Me - Vermilion Band Festival
I've Got The Music In Me,emblCjCfa2E,2011 Vermilion Sailor Alumni Band - I've Got The Music In Me
Impression That I Get,VqRsEwwou_c,1998-1999 Vermilion Sailor Marching Band - Impression That I Get - Vermilion Sailor Band Festival
Impression That I Get,SerPmtK7hPY,1998-1999 Vermilion Sailor Marching Band - Impression That I Get - With 8th Grade
Impression That I Get,iD4z80mglz4,1998-1999 Vermilion Sailor Marching Band - Impression That I Get - Rittman - 10-18-98
Impression That I Get,jZLeEhwsqng,1998-1999 Vermilion Sailor Marching Band - The Impression That I Get
Impression That I Get,xo0klFO0TXQ,2003 Vermilion Sailor Alumni Band -  Second Source - Impression That I Get
Impression That I Get,BKAIzS8rjRc,2003 Vermilion Sailor Alumni Band -  Second Source - Impression That I Get
Impression That I Get,-ukYMOYYtrw,2010 Vermilion Sailor Alumni Band -  Impression That I Get
In A Gadda Da Vida,6wBYdYCTpY0,1994-1995 Vermilion Sailor Marching Band - Inna Gadd Da Vida
Into The Future,amfCf6Q1ewQ,1997-1998 Vermilion Sailor Marching Band - Into The Future - Bay Festival
Into The Future,Dkq6GeX1A_g,1997-1998 Vermilion Sailor Marching Band - Into The Future - V Firelands
Into The Future,qYkd-mf-IFA,1997-1998 Vermilion Sailor Marching Band - Into The Future - Vermilion Sailor Band Festival
Into The Future,U5Vap-1q-pI,1997-1998 Vermilion Sailor Marching Band - Into The Future  - BW Festival
Into The Future,drERcPpSRN8,1997-1998 Vermilion Sailor Marching Band - Into The Future - v. Fireland
Into The Future,VqPMRStCp4k,1997-1998 Vermilion Sailor Marching Band - Into The Future
Into The Future,JgwjVhtQh8A,1997-1998 Vermilion Sailor Marching Band - Into The Future
Into The Future,rq3Yet2CRRQ,2000-2001 Vermilion Sailor Marching Band - Into The Future - Senior Show
Into The Future,RnLaBKft4GE,2000-2001 Vermilion Sailor Marching Band - Into The Future - Senior Song
Into The Future,tVZ6XPFwz4A,2005-2006 Vermilion Sailor Marching Band - Into The Future
Into The Future,88U1EdpJ-LY,2013 Vermilion Sailor Alumni Band - Into The Future
It Don't Mean a Thing,jpgCg5WSNsk,2002-2003 Vermilion Sailor Marching Band - Second Source - Show 3 - It Don't Mean A Thing
It Don't Mean a Thing,lTMx5qoykTo,2002-2003 Vermilion Sailor Marching Band -  It Don't Mean A Thing - Sailor Marching Band -
It Don't Mean a Thing,Et-zt5os5mw,2002-2003 Vermilion Sailor Marching Band - It Don't Mean A Thing If You Ain't Got That Swing
It's Maui Time,7gLYMnfcXtw,2017-2018 Vermilion Sailor Marching Band - It's Maui Time - 09-01-17 - Brookside
It's Maui Time,bsiDqbwg2EU,2017-2018 Vermilion Sailor Marching Band - It's Maui Time - 09-07-17 - Orrville Festival
It's Maui Time,CWntkFikqLk,2017-2018 Vermilion Sailor Marching Band - It's Maui Time - 09-16-17 - Elyria Festival - SV
It's Maui Time,8Qh16OAwKEM,2017-2018 Vermilion Sailor Marching Band - It's Maui Time - 09-16-17 - Elyria Festival
It's Maui Time,1nQCCQwg5v0,2017-2018 Vermilion Sailor Marching Band - It's Maui Time - 09-23-17 - Vermilion Band Festival
Jazzin',M3sFqwfYl7o,1995-1996 Vermilion Sailor Marching Band - Jazzin - Vermilion Sailor Band Festival - 9-30-1995
Jazzin',nANG4HzCMnI,2009 Vermilion Sailor Alumni Band - Jazzin'
Jazzin',c95V7PVXOz8,2023 Vermilion Sailor Alumni Band - Jazzin' - Practice
Jazzin',aRBDUqAXdn8,2023 Vermilion Sailor Alumni Band - Jazzin'
Johnny B. Goode,wDB-mm5fQPU,1986-1987 Vermilion Sailor Marching Band - Johnny B Goode
Johnny B. Goode,KmxGE-lTseg,1987-1988 Vermilion Sailor Marching Band - Johnny B Goode - Williamsburg
Johnny B. Goode,0Z1hERKOyH8,2000-2001 Vermilion Sailor Marching Band - Johnny B Goode
Johnny B. Goode,uK1JR5ocAek,2000-2001 Vermilion Sailor Marching Band - Johnny Be Good
Joshua,m4jfyTYo2pI,1987 Vermilion Sailor Alumni Band - Joshua
Joshua,tmnES7dr03k,1994 Vermilion Sailor Alumni Band - Joshua
Joy To The World,ztJBpHjoQ9k,2003-2004 Vermilion Sailor Marching Band - Second Source - VHS Band Festival - Joy To The World
Joy To The World,9YtlOGKmUGk,2003-2004 Vermilion Sailor Marching Band - Second Source  - Show 2 - Joy To The World
Joy To The World,VJAqyLuqAHw,2003-2004 Vermilion Sailor Marching Band - Joy To The World - Vermilion Sailor Band Festival
Joy To The World,S9H0-tas3AE,2003-2004 Vermilion Sailor Marching Band - Joy To The World
Joy To The World,wnlN2JCuf8I,2008 Vermilion Sailor Alumni Band - Joy To The World
Jump,Dhh649hfcUA,1999-2000 Vermilion Sailor Marching Band  - Vermilion Marching Band Festival - Jump Jive and Wail
Jump,7Jl2kG0fYKw,1999-2000 Vermilion Sailor Marching Band  - Jump Jive and Wail
Jump,tMLg4dpVEL0,1999-2000 Vermilion Sailor Marching Band - Band In Review Concert - Jump Jive and Wail
Jump,URO-vR3KoVM,2013-2014  Vermilion Sailor Marching Band - Jump
Jump,FlvYmnHBfpU,2013-2014  Vermilion Sailor Marching Band - Jump - Vermilion Sailor Marching Band Festival
Jump,EfohRuRJASY,2013-2014 Vermilion Sailor Marching Band  -  Jump -  Band Review
Just One of Those Things,eE9Wl5M3vPg,1989 Vermilion Sailor Alumni Band - That's Entertainment   Just One of Those Things
Knock on Wood,rh551k-lYGo,2005-2006 Vermilion Sailor Marching Band - Vermilion Sailor Band Festival - Knock On Wood
Knock on Wood,ej6QHc9CF5Q,2009 Vermilion Sailor Alumni Band - Knock on Wood
Knock on Wood,BWJcsvjyckc,2022 Vermilion Sailor Alumni Band - Knock on Wood
La Bamba,cA1gUHF3flU,1988-1989 Vermilion Sailor Marching Band - La Bamba - Sandusky Band Festival
La Bamba,A-kmsL9bm2g,1988-1989 Vermilion Sailor Marching Band - La Bamba
Land of a Thousand Dances,5_dW_Gx559U,1997-1998 Vermilion Sailor Marching Band - Land of a Thousand Dances - Portion
Land of a Thousand Dances,ql6N5Noj2DY,2003-2004 Vermilion Sailor Marching Band - Land of A Thousand Dances
Land of a Thousand Dances,XolRjp7-O94,2005-2006 Vermilion Sailor Marching Band - Land of a Thousand Dances - With 8th Grade
Lassus Trombone,f33-cyy1YZ8,1990 Vermilion Sailor Alumni Band - Lassus Trombone
Late In The Evening,zlmROuX6ldw,2015-2016 Vermilion Sailor Marching Band - Late In The Evening - v Willard
Late In The Evening,egttnr-NF64,2016-2017 Vermilion Sailor Marching Band - Late In The Evening - Firelands Parade of Bands
Layla,o5JYR7pBUfE,1993-1994 Vermilion Sailor Marching Band - Layla - Full Show 1
Layla,6CVMUXXZm-o,1993-1994 Vermilion Sailor Marching Band - Layla - Vermilion Sailor Marching Band Festival
Layla,yITHuOi9OEM,1993-1994 Vermilion Sailor Marching Band - Layla - V Firelands
Layla,2YzOXnkAwsY,1993-1994 Vermilion Sailor Marching Band - Layla -  Dover Festival
Leap Frog,tV7upq4Y3jQ,1992-1993 Vermilion Sailor Marching Band - Leapfrog - Full Show 5
Leap Frog,nXuj6INTYcA,1992-1993 Vermilion Sailor Marching Band - Leapfrog - V John Adams
Leap Frog,48-2BBbjDD0,1992-1993 Vermilion Sailor Marching Band - Leapfrog - Full Show 1
Leap Frog,yqmwss1APpE,2002 Vermilion Sailor Alumni Band - Second Source  - Leapfrog
Leap Frog,wT6EW4j7Oak,2002 Vermilion Sailor Alumni Band - Leap Frog
Little Bitty Pretty One,vzRaJjaeOJM,1996-1997 Vermilion High School Marching Band - Little Bitty Pretty One - Senior Song - Senior Show
Lock You Up,X1wrDVnDyVU,2000-2001 Vermilion Sailor Marching Band - Lock You Up
Lock You Up,_a3EWCdnfwk,2000-2001 Vermilion Sailor Marching Band - Lock You Up
Long Train Runnin',ruYgONaelMQ,1994-1995 Vermilion Sailor Marching Band - Long Train Runnin' - Vermilion High School
Long Train Runnin',2dx2l6fTVSY,1994-1995 Vermilion Sailor Marching Band - Long Train Runnin' - Anthony Wayne Band Festival
Long Train Runnin',IC1DTCXBiQg,1999-2000 Vermilion Sailor Marching Band  - Long Train Running
Long Train Runnin',8vIDaB8b-7Q,1999-2000 Vermilion Sailor Marching Band - Long Train Runnin'
Long Train Runnin',cRnSjmu19PA,2002-2003 Vermilion Sailor Marching Band - Long Train Running - Senior Show
Long Train Runnin',8ICuBw-lG5s,2010 Vermilion Sailor Alumni Band -  Long Train Runnin'
Long Train Runnin',4Cv2JZhz7WU,2010 Vermilion Sailor Alumni Band -  Practice - Long Train Runnin' and Others
Long Train Runnin',7cv01PDcL3s,2022 Vermilion Sailor Alumni Band - Long Train Runnin
Love Me With All of Your Heart,lqgXVRxyiG0,1995-1996 Vermilion Sailor Marching Band - Love Me With All of Your Heart - Where Is The Love
Love Me With All of Your Heart,rGXwis-HW4s,1995-1996 Vermilion Sailor Marching Band - Love Me With All of Your Heart - Where Is The Love
Macarthur Park,fwnpcHxEKnU,1985-1986 Vermilion Sailor Marching Band - Backwards Section of March MacArthur Park
Macarthur Park,VbCB-Jtwvc0,1986-1987 Vermilion Sailor Marching Band - MacArthur Park - Senior Show
Macarthur Park,I-Zlt6Z1Xik,1986-1987 Vermilion Sailor Marching Band - MacArthur Park - Vermilion High School Stadium
Macarthur Park,DyiSfyoHkZs,1986-1987 Vermilion Sailor Marching Band - MacArthur Park - Play Off Game - Willoughby
Macarthur Park,5JXtD7wIVR4,1986-1987 Vermilion Sailor Marching Band - MacArthur Park
Macarthur Park,Ex-cngDvpDA,1987-1988 Vermilion Sailor Marching Band - MacArthur Park - Senior Show   Vermilion
Macarthur Park,nbKpLbW8wlU,1987 Vermilion Sailor Alumni Band  - Macarthur Park
Macarthur Park,PenmngMcXuc,1989-1990 Vermilion Sailor Marching Band - Macarthur Park - Vermilion Band Festival
Macarthur Park,902jMSlT5_8,1991-1992 Vermilion Sailor Marching Band - Macarthur Park - Vermilion Sailor Band Festival
Macarthur Park,7Di0REH8Wj4,1991-1992 Vermilion Sailor Marching Band - MacArthur Park - Judge Commentary - Lakeview
Macarthur Park,e448gOA-zYU,1991-1992 Vermilion Sailor Marching Band - Macarthur Park - First Home Game
Macarthur Park,JYvLqiBk7D8,1993-1994 Vermilion Sailor Marching Band - Macarthur Park - Vermilion Sailor Marching Band Festival
Macarthur Park,9yhUO6YxPc8,1993-1994 Vermilion Sailor Marching Band - Macarthur Park - Full Show 1
Macarthur Park,UeCBKrt-sq0,1993-1994 Vermilion Sailor Marching Band - MacArthur Park  -  V Firelands
Macarthur Park,KcpNBXz88kg,1993-1994 Vermilion Sailor Marching Band - MacArthur Park - Dover Festival
Macarthur Park,QgF32EVYq8Q,1995-1996 Vermilion Sailor Marching Band - Macarthur Park - Senior Show
Macarthur Park,CYp32yjBesE,1997-1998 Vermilion Sailor Marching Band - MacArthur Park
Macarthur Park,aNPsILSncS0,1998-1999 Vermilion Sailor Marching Band - MacArthur Park - Senior Show
Macarthur Park,pJjp_3pg4fA,1998-1999 Vermilion Sailor Marching Band - MacArthur Park - Senior Show
Macarthur Park,vXoUtvPOu-I,2000 Vermilion Sailor Alumni  Band - MacArthur Park
Macarthur Park,wy6y2k7cISw,2003 Vermilion Sailor Alumni Band -  Second Source - MacArthur Park
Macarthur Park,860IigJHsXA,2003 Vermilion Sailor Alumni Band -  Second Source - MacArthur Park
Macarthur Park,_DirbBtsELU,2005 Vermilion Sailor Alumni Band - MacArthur Park - Vermilion Band Festival
Macarthur Park,tR_pIlMTlYY,2010 Vermilion Sailor Alumni Band -  MacArthur Park
Macarthur Park,iCiCipF9kB0,2010 Vermilion Sailor Alumni Band -  Practice - MacArthur Park
Macarthur Park,kXNbgLpu6h4,2010 Vermilion Sailor Alumni Band -  Practice - MacArthur Park - Drum Break
Macarthur Park,70v6Qd9jeNI,2018 Vermilion Sailor Alumni Band - Macarthur Park
Macarthur Park,0HV3vo4WPfo,2018 Vermilion Sailor Alumni Band - MacArthur Park Practice
Macarthur Park,Csf44FlLBfs,2018 Vermilion Sailor Alumni Band - MacArthur Park   Practice 2
Mad Cats,uGf5ekw0yH0,1987-1988 Vermilion Sailor Marching Band - Mad Cats - Senior Show - Vermilion
Mad Cats,FqHQLQ4hi9U,1992-1993 Vermilion Sailor Marching Band - Mad Cats - 8th Grade Night
Magic Carpet Ride,u2Naondkxo4,2014-2015 Vermilion Sailor Marching Band - Magic Carpet Ride - Vermilion Band Festival - SV
Magic Carpet Ride,3HPV-UoTgic,2014-2015 Vermilion Sailor Marching Band - Magic Carpet Ride - Festival Show
Magic Carpet Ride,2dSAYc9W5UM,2014-2015 Vermilion Sailor Marching Band - Magic Carpet Ride - Firelands Festival 10-11-14
Magic Carpet Ride,k_CSJEf0x1Y,2014-2015 Vermilion Sailor Marching Band - Magic Carpet Ride - Hudson Band Festival 10-4-14
Magic Carpet Ride,GBvIY2DrY1Y,2014-2015 Vermilion Sailor Marching Band - Magic Carpet Ride - Sailor Marching Band Festival
Magic Carpet Ride,qJRFNjztQjc,2014-2015 Vermilion Sailor Marching Band - Magic Carpet Ride - V Clearview 8-29-14
Magic Carpet Ride,D41qz0PjhxY,2014-2015 Vermilion Sailor Marching Band - Magic Carpet Ride - V Fairview 9-5-14
Magic Carpet Ride,PGr4bB4iNC0,2014-2015 Vermilion Sailor Marching Band - Magic Carpet Ride
Magna,UStc1sZICig,1985-1986 Vermilion Sailor Marching Band - Magna - Vermilion Sailor Marching Band Festival
Magna,qeUCLCfsvDY,1985-1986 Vermilion Sailor Marching Band - Magna - Amherst High School Showcase of Bands
Magna,ZdODlg9Sfw0,1985-1986 Vermilion Sailor Marching Band - Magna
Magna,nMrltgVBxXo,1991-1992 Vermilion Sailor Marching Band - Magna - Vermilion Sailor Band Festival
Magna,ARleMAjrr-c,1991-1992 Vermilion Sailor Marching Band - Magna - Judge Commentary - Lakeview
Magna,T_tAgg6mRDg,1991-1992 Vermilion Sailor Marching Band - Magna - First Home Game
Magna,YdCC8NWC8fs,1994-1995 Vermilion Sailor Marching Band Magna
Magna,byh9wWR-p2I,2002 Vermilion Sailor Alumni Band - Second Source - Magna
Magna,JxYcakAi2AU,2002 Vermilion Sailor Alumni Band - Magna
Magna,FQXD5Jk-lGk,2007 Vermilion Sailor Alumni Band - Magna
Magna,b73nTZxxYlo,2018 Vermilion Sailor Alumni Band - Magna Practice
Make Me Smile,KSW_4pZxvLA,2014-2015 Vermilion Sailor Marching Band - Make Me Smile - Firelands Festival 10-11-14
Make Me Smile,1Wy4l-P7YYE,2014-2015 Vermilion Sailor Marching Band - Make Me Smile - V Fairview 9-5-14
Malguena,A6ViFTosXRc,2011-2012 Vermilion Sailor Marching Band - Malaguena
Mambo At Sea,JmIbHtK5dpQ,1998-1999 Vermilion Sailor Marching Band - Mambo At Sea in B Flat - Vermilion Sailor Band Festival
Mambo At Sea,h9Xv5p_Mt8U,1998-1999 Vermilion Sailor Marching Band - Mambo At Sea in B Flat - Rittman   10-18-98
Mambo At Sea,EvheziZSIlM,2016 Vermilion Sailor Alumni Band - Mambo At Sea
Maria,2rwHemBX9Ho,1992 Vermilion Sailor Alumni Band - Maria
Masterpiece,9m70yTQ6Gug,1990 Vermilion Sailor Alumni Band - Masterpiece
Masterpiece,d8PUWrEFrRw,1995 Vermilion Sailor Alumni Band - Masterpiece - Vermilion Band Festival
Masterpiece,drkSlV2Yqfc,1996 Vermilion Sailor Alumni Band - Masterpiece - Vermilion Band Festival
Masterpiece,9eDdvEuUd7M,2007 Vermilion Sailor Alumni Band - Masterpiece
Memphis,43HzUXPDSzQ,2003-2004 Vermilion Sailor Marching Band - Second Source - VHS Band Festival - Memphis
